0.4 2.420231574844493 0.1906788906874283
0.5 2.426458381485118 0.19457416606896544
0.66 2.4354171217194924 0.194317502014422
1.0 2.4536861646882415 0.18902484894638213
1.5 2.484323371719491 0.22348970324980708
2.0 2.5207857740632402 0.24917573528578377
2.5 2.5625899732819897 0.2363222908967311
3.0 2.6089937818757387 0.2397020745834587
3.5 2.659201301406988 0.255972374176971
4.0 2.7123385084382368 0.28427872098768625
4.5 2.767419074844486 0.2942396106748784
5.0 2.8233980787507353 0.29919935078083953
5.5 2.879215949844484 0.3001876092534544
6.0 2.9338619459382325 0.29295839695050496
6.5 2.9864620435944813 0.2952743956046679
7.0 3.03633753187573 0.29419834971316927
7.5 3.0830050123444788 0.29430451836728044
8.0 3.126191047500728 0.2972381349468774
